WO_NUMBER,WO_CREATEDATE,WO_COMPLETEDATE,WO_DESC,WO_TYPE,WO_TYPEDESC,WO_CUSTOMERNUMBER,SALES_CLASS,SERVICEADDRESSSTREETNUMBER,ServiceAddressStreetName,Year,Month,Zip
966902,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501856300,CITY RESIDENTIAL,36XX,BALFOUR RD,2011,12,48224-3436
503182,6/10/11,6/16/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501807300,CITY RESIDENTIAL,42XX,BALFOUR RD,2011,6,48224-3440
503175,6/10/11,6/14/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501770300,CITY RESIDENTIAL,36XX,BUCKINGHAM AVE,2011,6,48224-3535
503193,6/10/11,6/14/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501735300,CITY RESIDENTIAL,40XX,BUCKINGHAM AVE,2011,6,48224-3536
503211,6/10/11,6/14/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501711300,CITY RESIDENTIAL,41XX,BUCKINGHAM AVE,2011,6,48224-3538
503164,6/10/11,6/16/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501679300,CITY RESIDENTIAL,39XX,BERKSHIRE ST,2011,6,48224-3531
966960,12/16/11,12/20/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501661300,CITY RESIDENTIAL,40XX,BERKSHIRE ST,2011,12,48224-3531
967051,12/16/11,12/20/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501660300,CITY RESIDENTIAL,40XX,BERKSHIRE ST,2011,12,48224-3530
966947,12/16/11,12/20/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501624300,CITY RESIDENTIAL,46XX,BUCKINGHAM AVE,2011,12,48224-3542
664471,8/5/11,8/16/11,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8501604300,CITY RESIDENTIAL,47XX,BUCKINGHAM AVE,2011,8,48224-3543
503212,6/10/11,6/14/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501572300,CITY RESIDENTIAL,50XX,BUCKINGHAM AVE,2011,6,48224-3250
503228,6/10/11,6/14/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501511300,CITY RESIDENTIAL,57XX,BUCKINGHAM AVE,2011,6,48224-3256
66347,2/21/11,2/23/11,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8501468301,CITY RESIDENTIAL,59XX,BERKSHIRE ST,2011,2,48224-3229
60087,2/16/11,3/7/11,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8501446300,CITY RESIDENTIAL,57XX,CHATSWORTH ST,2011,3,48224-3213
967037,12/16/11,12/20/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501428300,CITY RESIDENTIAL,57XX,BALFOUR RD,2011,12,48224-3108
967124,12/16/11,12/20/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501422300,CITY RESIDENTIAL,57XX,BALFOUR RD,2011,12,48224-3109
966995,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501384300,CITY RESIDENTIAL,50XX,HAVERHILL ST,2011,12,48224-3240
503219,6/10/11,6/14/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501382300,CITY RESIDENTIAL,50XX,HAVERHILL ST,2011,6,48224-3240
503179,6/10/11,6/14/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501380300,CITY RESIDENTIAL,50XX,HAVERHILL ST,2011,6,48224-3241
966952,12/16/11,12/22/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501363300,CITY RESIDENTIAL,52XX,HAVERHILL ST,2011,12,48224-3242
967043,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501359300,CITY RESIDENTIAL,52XX,HAVERHILL ST,2011,12,48224-3242
967137,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501355300,CITY RESIDENTIAL,52XX,HAVERHILL ST,2011,12,48224-3242
503216,6/10/11,6/14/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501333300,CITY RESIDENTIAL,55XX,HAVERHILL ST,2011,6,48224-3244
967013,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501304300,CITY RESIDENTIAL,57XX,HAVERHILL ST,2011,12,48224-3246
503158,6/10/11,6/14/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501300301,CITY RESIDENTIAL,57XX,HAVERHILL ST,2011,6,48224-3247
503163,6/10/11,6/17/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501279300,CITY RESIDENTIAL,59XX,HAVERHILL ST,2011,6,48224-3249
966980,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501247301,CITY OF DETROIT,39XX,HAVERHILL ST,2011,12,48224-3513
967127,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501243300,CITY RESIDENTIAL,39XX,HAVERHILL ST,2011,12,48224-3513
967128,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501241300,CITY RESIDENTIAL,39XX,HAVERHILL ST,2011,12,48224-3513
966956,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501231300,CITY RESIDENTIAL,40XX,HAVERHILL ST,2011,12,48224-3514
966984,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501226300,CITY RESIDENTIAL,41XX,HAVERHILL ST,2011,12,48224-3515
966909,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501225301,CITY RESIDENTIAL,41XX,HAVERHILL ST,2011,12,48224-3516
967129,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501222300,CITY RESIDENTIAL,41XX,HAVERHILL ST,2011,12,48224-3516
966891,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501208300,CITY RESIDENTIAL,42XX,HAVERHILL ST,2011,12,48224-3516
967009,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501197300,CITY RESIDENTIAL,43XX,HAVERHILL ST,2011,12,48224-3517
966996,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501193300,CITY RESIDENTIAL,43XX,HAVERHILL ST,2011,12,48224-3518
966970,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501181300,CITY RESIDENTIAL,44XX,HAVERHILL ST,2011,12,48224-3517
503208,6/10/11,6/17/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501173300,CITY RESIDENTIAL,46XX,HAVERHILL ST,2011,6,48224-3519
966886,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501163300,CITY RESIDENTIAL,46XX,HAVERHILL ST,2011,12,48224-3520
966875,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501161300,CITY RESIDENTIAL,46XX,HAVERHILL ST,2011,12,48224-3520
967061,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501150300,CITY RESIDENTIAL,48XX,HAVERHILL ST,2011,12,48224-3522
967024,12/16/11,12/20/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501122301,CITY RESIDENTIAL,50XX,BALFOUR RD,2011,12,48224-3102
966903,12/16/11,12/19/11,VOID,318,CC TURN-OFF NON-PAYMENT,8501063301,CITY RESIDENTIAL,51XX,SOMERSET AVE,2011,12,48224-3141
503166,6/10/11,6/16/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501018303,CITY RESIDENTIAL,59XX,BEACONSFIELD ST,2011,6,48224-3128
966890,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501000302,CITY RESIDENTIAL,55XX,NOTTINGHAM RD,2011,12,48224-3135
503161,6/10/11,6/16/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500998301,CITY RESIDENTIAL,55XX,BALFOUR RD,2011,6,48224-3106
964106,12/15/11,12/16/11,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100717300,CITY COMMERCIAL,50XX,TEMPLE ST,2011,12,48201-2693
967135,12/16/11,12/20/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500994301,CITY RESIDENTIAL,39XX,SOMERSET AVE,2011,12,48224-3461
503174,6/10/11,6/16/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500988300,CITY RESIDENTIAL,46XX,BALFOUR RD,2011,6,48224-3402
967063,12/16/11,12/20/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500981302,CITY RESIDENTIAL,58XX,BEACONSFIELD ST,2011,12,48224-3158
967159,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500898301,CITY RESIDENTIAL,57XX,HAVERHILL ST,2011,12,48224-3247
503209,6/10/11,6/16/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500884301,CITY RESIDENTIAL,46XX,BEACONSFIELD ST,2011,6,48224-3314
967048,12/16/11,12/20/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500866301,CITY RESIDENTIAL,52XX,BEACONSFIELD ST,2011,12,48224-3125
503159,6/10/11,6/17/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500702301,CITY RESIDENTIAL,48XX,NOTTINGHAM RD,2011,6,48224-3425
966953,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500698303,CITY RESIDENTIAL,41XX,HAVERHILL ST,2011,12,48224-3515
279071,3/31/11,3/31/11,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8500667301,CITY RESIDENTIAL,36XX,BEACONSFIELD ST,2011,3,48224-3306
966923,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500588301,CITY RESIDENTIAL,43XX,SOMERSET AVE,2011,12,48224-3427
967158,12/16/11,12/20/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500563301,CITY RESIDENTIAL,50XX,WAYBURN ST,2011,12,48224-3034
967015,12/16/11,12/20/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500508306,CITY RESIDENTIAL,36XX,NOTTINGHAM RD,2011,12,48224-3413
966908,12/16/11,12/21/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500494308,CITY RESIDENTIAL,36XX,NOTTINGHAM RD,2011,12,48224-3413
967160,12/16/11,12/20/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500368302,CITY RESIDENTIAL,43XX,BALFOUR RD,2011,12,48224-3441
503171,6/10/11,6/14/11,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500359300,CITY COMMERCIAL,15XX,MACK AVE,2011,6,48224-3350
272857,3/28/11,3/31/11,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8500347301,CITY RESIDENTIAL,44XX,WAYBURN ST,2011,3,48224-3223
