WO_NUMBER,WO_CREATEDATE,WO_COMPLETEDATE,WO_DESC,WO_TYPE,WO_TYPEDESC,WO_CUSTOMERNUMBER,SALES_CLASS,SERVICEADDRESSSTREETNUMBER,ServiceAddressStreetName,Year,Month,Zip
370118,6/14/17,6/20/17,VOID,324,CC NON-RESIDENTIAL SHUT,100057300,CITY COMMERCIAL,35XX,MADISON ST,2017,6,48226-2255
534984,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503899301,CITY RESIDENTIAL,42XX,LAKEPOINTE ST,2017,9,48224-3358
423460,7/11/17,7/14/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503896300,CITY RESIDENTIAL,42XX,LAKEPOINTE ST,2017,7,48224-3358
630385,10/12/17,10/19/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503890301,CITY RESIDENTIAL,41XX,LAKEPOINTE ST,2017,10,48224-3319
423458,7/11/17,8/5/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503882300,CITY RESIDENTIAL,42XX,MARYLAND ST,2017,8,48224-3335
630384,10/12/17,10/17/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503872301,CITY RESIDENTIAL,41XX,MARYLAND ST,2017,10,48224-3335
301043,5/17/17,5/20/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503867300,CITY RESIDENTIAL,48XX,WAYBURN ST,2017,5,48224-3225
301042,5/17/17,5/24/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503860300,CITY RESIDENTIAL,47XX,WAYBURN ST,2017,5,48224-3224
301040,5/17/17,5/18/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503859300,CITY RESIDENTIAL,47XX,WAYBURN ST,2017,5,48224-3224
630382,10/12/17,10/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503858300,CITY RESIDENTIAL,47XX,WAYBURN ST,2017,10,48224-3225
331194,5/31/17,6/2/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100108301,CITY COMMERCIAL,20XX,DIVISION ST,2017,6,48207-2104
301038,5/17/17,5/19/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503857300,CITY RESIDENTIAL,47XX,WAYBURN ST,2017,5,48224-3224
631470,10/12/17,10/16/17,VOID,324,CC NON-RESIDENTIAL SHUT,100128300,CITY COMMERCIAL,13XX,ORLEANS ST,2017,10,48207-2943
630381,10/12/17,10/13/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503855301,CITY RESIDENTIAL,44XX,WAYBURN ST,2017,10,48224-3262
537097,9/8/17,9/27/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100136300,CITY COMMERCIAL,12XX,RIVARD ST,2017,9,48207-2885
534983,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503854300,CITY RESIDENTIAL,44XX,WAYBURN ST,2017,9,48224-3262
630380,10/12/17,10/13/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503853301,CITY RESIDENTIAL,44XX,WAYBURN ST,2017,10,48224-3262
534982,9/8/17,9/14/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503845300,CITY RESIDENTIAL,43XX,WAYBURN ST,2017,9,48224-3223
534981,9/8/17,9/25/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503843300,CITY RESIDENTIAL,47XX,LAKEPOINTE ST,2017,9,48224-3325
534979,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503840302,CITY RESIDENTIAL,50XX,WAYBURN ST,2017,9,48224-3035
534978,9/8/17,9/19/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503812301,CITY RESIDENTIAL,41XX,WAYBURN ST,2017,9,48224-3346
534977,9/8/17,9/18/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503806301,CITY RESIDENTIAL,41XX,WAYBURN ST,2017,9,48224-3347
534976,9/8/17,9/20/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503805301,CITY RESIDENTIAL,41XX,WAYBURN ST,2017,9,48224-3347
537019,9/8/17,9/14/17,VOID,324,CC NON-RESIDENTIAL SHUT,8503758300,CITY OF DETROIT,15XX,E WARREN AVE,2017,9,48224-3028
630379,10/12/17,10/20/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503753302,CITY RESIDENTIAL,44XX,WAYBURN ST,2017,10,48224-3223
631473,10/12/17,10/27/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100220300,CITY COMMERCIAL,35XX,JOHN R ST,2017,10,48201-2402
301033,5/17/17,5/23/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503753300,CITY RESIDENTIAL,44XX,WAYBURN ST,2017,5,48224-3223
534975,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503751302,CITY RESIDENTIAL,44XX,WAYBURN ST,2017,9,48224-3223
630378,10/12/17,10/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503747305,CITY RESIDENTIAL,44XX,WAYBURN ST,2017,10,48224-3223
301031,5/17/17,5/24/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503731300,CITY RESIDENTIAL,50XX,WAYBURN ST,2017,5,48224-3034
632993,10/13/17,10/20/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503704300,CITY RESIDENTIAL,52XX,WAYBURN ST,2017,10,48224-3036
366450,6/14/17,6/20/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503699300,CITY RESIDENTIAL,52XX,WAYBURN ST,2017,6,48224-3037
534974,9/8/17,9/14/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503689300,CITY RESIDENTIAL,55XX,WAYBURN ST,2017,9,48224-3039
630377,10/12/17,10/27/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503676300,CITY RESIDENTIAL,55XX,WAYBURN ST,2017,10,48224-3038
301028,5/17/17,5/22/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503675300,CITY RESIDENTIAL,55XX,WAYBURN ST,2017,5,48224-3039
534973,9/8/17,9/15/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503673301,CITY RESIDENTIAL,55XX,WAYBURN ST,2017,9,48224-3038
304594,5/17/17,5/24/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8503658300,CITY COMMERCIAL,14XX,HARPER AVE,2017,5,48224-2959
370093,6/14/17,6/20/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8503649300,CITY COMMERCIAL,15XX,HARPER AVE,2017,6,48224-2962
304593,5/17/17,5/19/17,VOID,324,CC NON-RESIDENTIAL SHUT,8503648300,CITY COMMERCIAL,15XX,HARPER AVE,2017,5,48224-2962
170148,3/9/17,3/21/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8503643300,CITY COMMERCIAL,15XX,HARPER AVE,2017,3,48224-2969
534972,9/8/17,9/19/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503599301,CITY RESIDENTIAL,57XX,WAYBURN ST,2017,9,48224-3041
366449,6/14/17,6/20/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503595301,CITY RESIDENTIAL,57XX,WAYBURN ST,2017,6,48224-3040
356473,6/8/17,6/20/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8503579300,CITY RESIDENTIAL,58XX,WAYBURN ST,2017,6,48224-3041
534971,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503576300,CITY RESIDENTIAL,59XX,WAYBURN ST,2017,9,48224-3042
301026,5/17/17,5/22/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503517300,CITY RESIDENTIAL,48XX,MARYLAND ST,2017,5,48224-3339
301025,5/17/17,5/24/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503512300,CITY RESIDENTIAL,48XX,MARYLAND ST,2017,5,48224-3339
534970,9/8/17,9/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503511300,CITY RESIDENTIAL,48XX,MARYLAND ST,2017,9,48224-3339
534969,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503495300,CITY RESIDENTIAL,51XX,MARYLAND ST,2017,9,48224-3016
301022,5/17/17,5/17/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503490300,CITY RESIDENTIAL,52XX,MARYLAND ST,2017,5,48224-3018
534968,9/8/17,9/12/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503476300,CITY RESIDENTIAL,52XX,MARYLAND ST,2017,9,48224-3019
301020,5/17/17,5/18/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503474300,CITY RESIDENTIAL,52XX,MARYLAND ST,2017,5,48224-3019
301019,5/17/17,5/22/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503461302,CITY RESIDENTIAL,55XX,MARYLAND ST,2017,5,48224-3021
534967,9/8/17,9/14/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503447300,CITY RESIDENTIAL,55XX,MARYLAND ST,2017,9,48224-3021
534965,9/8/17,9/15/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503428300,CITY RESIDENTIAL,35XX,MARYLAND ST,2017,9,48224-3333
630374,10/12/17,10/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503384301,CITY RESIDENTIAL,43XX,MARYLAND ST,2017,10,48224-3338
370119,6/14/17,6/20/17,VOID,324,CC NON-RESIDENTIAL SHUT,100491300,CITY FIRELINES IND,60XX,2ND AVE,2017,6,48202-3440
534963,9/8/17,9/18/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503366300,CITY RESIDENTIAL,37XX,LAKEPOINTE ST,2017,9,48224-3318
534962,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503338300,CITY RESIDENTIAL,43XX,LAKEPOINTE ST,2017,9,48224-3324
366448,6/14/17,6/20/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503319301,CITY RESIDENTIAL,47XX,LAKEPOINTE ST,2017,6,48224-3325
631474,10/12/17,10/23/17,VOID,324,CC NON-RESIDENTIAL SHUT,100545300,CITY COMMERCIAL,29XX,W GRAND BLVD,2017,10,48202-3041
534961,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503284300,CITY RESIDENTIAL,52XX,LAKEPOINTE ST,2017,9,48224-3008
534960,9/8/17,9/14/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503277306,CITY RESIDENTIAL,53XX,LAKEPOINTE ST,2017,9,48224-3072
534959,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503261301,CITY RESIDENTIAL,55XX,LAKEPOINTE ST,2017,9,48224-3011
301013,5/17/17,5/24/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503255302,CITY RESIDENTIAL,57XX,LAKEPOINTE ST,2017,5,48224-3013
331198,5/31/17,6/2/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100587300,CITY COMMERCIAL,10XX,ANTIETAM AVE,2017,6,48207-2832
630373,10/12/17,10/19/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503234302,CITY RESIDENTIAL,59XX,LAKEPOINTE ST,2017,10,48224-3015
631446,10/12/17,10/27/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8503218300,CITY COMMERCIAL,15XX,E WARREN AVE,2017,10,48224-3067
366447,6/14/17,6/20/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503191300,CITY RESIDENTIAL,43XX,BARHAM ST,2017,6,48224-3303
534958,9/8/17,9/11/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503164300,CITY RESIDENTIAL,51XX,BARHAM ST,2017,9,48224-3001
630371,10/12/17,10/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503129300,CITY RESIDENTIAL,35XX,BEACONSFIELD ST,2017,10,48224-3306
534957,9/8/17,9/14/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503123300,CITY OF DETROIT,35XX,BEACONSFIELD ST,2017,9,48224-3306
331199,5/31/17,6/2/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100622302,CITY COMMERCIAL,29XX,WOODWARD AVE,2017,6,48201-3035
301009,5/17/17,5/17/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503056300,CITY RESIDENTIAL,43XX,BEACONSFIELD ST,2017,5,48224-3311
534955,9/8/17,9/19/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503055300,CITY RESIDENTIAL,43XX,BEACONSFIELD ST,2017,9,48224-3312
301007,5/17/17,5/22/17,VOID,318,CC TURN-OFF NON-PAYMENT,8503042300,CITY RESIDENTIAL,46XX,BEACONSFIELD ST,2017,5,48224-3314
370120,6/14/17,6/14/17,VOID,324,CC NON-RESIDENTIAL SHUT,100642300,CITY COMMERCIAL,60XX,W LAFAYETTE BLVD,2017,6,48226-3125
537098,9/8/17,9/27/17,VOID,324,CC NON-RESIDENTIAL SHUT,100646300,CITY COMMERCIAL,22XX,BAGLEY ST,2017,9,48226-1412
366446,6/14/17,6/20/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503014300,CITY RESIDENTIAL,48XX,BEACONSFIELD ST,2017,6,48224-3316
534954,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502998300,CITY RESIDENTIAL,50XX,BEACONSFIELD ST,2017,9,48224-3123
534952,9/8/17,9/19/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502987300,CITY RESIDENTIAL,50XX,BEACONSFIELD ST,2017,9,48224-3122
534951,9/8/17,9/20/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502980300,CITY RESIDENTIAL,52XX,BEACONSFIELD ST,2017,9,48224-3125
630370,10/12/17,10/27/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502939301,CITY RESIDENTIAL,55XX,BEACONSFIELD ST,2017,10,48224-3126
301002,5/17/17,5/24/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502937300,CITY RESIDENTIAL,55XX,BEACONSFIELD ST,2017,5,48224-3126
534949,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502936300,CITY RESIDENTIAL,55XX,BEACONSFIELD ST,2017,9,48224-3126
301000,5/17/17,5/20/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502931300,CITY RESIDENTIAL,57XX,BEACONSFIELD ST,2017,5,48224-3158
534948,9/8/17,9/15/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502927302,CITY RESIDENTIAL,57XX,BEACONSFIELD ST,2017,9,48224-3158
537101,9/8/17,9/20/17,VOID,324,CC NON-RESIDENTIAL SHUT,100678300,CITY COMMERCIAL,21XX,TRUMBULL ST,2017,9,48216-1344
331201,5/31/17,6/2/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100682300,CITY INDUSTRIAL,20XX,12TH ST,2017,6,48216-1556
300999,5/17/17,5/24/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502926302,CITY RESIDENTIAL,57XX,BEACONSFIELD ST,2017,5,48224-3157
630369,10/12/17,10/19/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502923300,CITY RESIDENTIAL,57XX,BEACONSFIELD ST,2017,10,48224-3157
534947,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502921300,CITY RESIDENTIAL,57XX,BEACONSFIELD ST,2017,9,48224-3157
534946,9/8/17,9/18/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502918300,CITY RESIDENTIAL,57XX,BEACONSFIELD ST,2017,9,48224-3157
534944,9/8/17,9/15/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502915302,CITY RESIDENTIAL,58XX,BEACONSFIELD ST,2017,9,48224-3158
630368,10/12/17,10/20/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502906303,CITY RESIDENTIAL,59XX,BEACONSFIELD ST,2017,10,48224-3128
282432,5/9/17,5/15/17,VOID,324,CC NON-RESIDENTIAL SHUT,100707300,CITY COMMERCIAL,18XX,W ADAMS AVE,2017,5,48226-1603
300998,5/17/17,5/19/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502901300,CITY RESIDENTIAL,59XX,BEACONSFIELD ST,2017,5,48224-3128
537018,9/8/17,9/22/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8502886300,CITY COMMERCIAL,15XX,HARPER AVE,2017,9,48224-3045
300996,5/17/17,5/24/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502822300,CITY RESIDENTIAL,55XX,NOTTINGHAM RD,2017,5,48224-3134
534943,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502808301,CITY RESIDENTIAL,57XX,NOTTINGHAM RD,2017,9,48224-3114
423453,7/11/17,7/24/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502804301,CITY RESIDENTIAL,57XX,NOTTINGHAM RD,2017,7,48224-3114
423452,7/11/17,7/14/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502802301,CITY RESIDENTIAL,57XX,NOTTINGHAM RD,2017,7,48224-3115
630367,10/12/17,10/27/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502801302,CITY RESIDENTIAL,57XX,NOTTINGHAM RD,2017,10,48224-3114
534942,9/8/17,9/20/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502795300,CITY RESIDENTIAL,58XX,NOTTINGHAM RD,2017,9,48224-3114
534941,9/8/17,9/18/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502792300,CITY RESIDENTIAL,59XX,NOTTINGHAM RD,2017,9,48224-3116
534940,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502790302,CITY RESIDENTIAL,59XX,NOTTINGHAM RD,2017,9,48224-3117
534939,9/8/17,9/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502763301,CITY RESIDENTIAL,41XX,NOTTINGHAM RD,2017,9,48224-3419
630365,10/12/17,10/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502744300,CITY RESIDENTIAL,42XX,NOTTINGHAM RD,2017,10,48224-3420
534938,9/8/17,9/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502727302,CITY RESIDENTIAL,43XX,NOTTINGHAM RD,2017,9,48224-3422
630364,10/12/17,10/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502705301,CITY RESIDENTIAL,46XX,NOTTINGHAM RD,2017,10,48224-3423
366445,6/14/17,6/20/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502687301,CITY RESIDENTIAL,48XX,NOTTINGHAM RD,2017,6,48224-3425
534937,9/8/17,9/22/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502665300,CITY RESIDENTIAL,50XX,NOTTINGHAM RD,2017,9,48224-3130
127428,2/9/17,2/16/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8502649300,CITY COMMERCIAL,15XX,MACK AVE,2017,2,48224-3455
423449,7/11/17,7/15/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502647300,CITY RESIDENTIAL,35XX,SOMERSET AVE,2017,7,48224-3458
370123,6/14/17,6/23/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100813300,CITY INDUSTRIAL,95XX,PINE ST,2017,6,48201-2533
300989,5/17/17,5/24/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502639300,CITY RESIDENTIAL,35XX,SOMERSET AVE,2017,5,48224-3458
366443,6/14/17,6/16/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502631300,CITY RESIDENTIAL,36XX,SOMERSET AVE,2017,6,48224-3460
366442,6/14/17,6/16/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502629300,CITY RESIDENTIAL,36XX,SOMERSET AVE,2017,6,48224-3460
537103,9/8/17,9/13/17,VOID,324,CC NON-RESIDENTIAL SHUT,100821301,CITY FIRELINES COMM,30XX,W GRAND BLVD,2017,9,48202-3004
630363,10/12/17,10/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502623300,CITY RESIDENTIAL,36XX,SOMERSET AVE,2017,10,48224-3460
366441,6/14/17,6/18/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502614300,CITY RESIDENTIAL,37XX,SOMERSET AVE,2017,6,48224-3460
300987,5/17/17,5/24/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502605301,CITY RESIDENTIAL,39XX,SOMERSET AVE,2017,5,48224-3466
423448,7/11/17,7/19/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502591300,CITY RESIDENTIAL,40XX,SOMERSET AVE,2017,7,48224-3461
300985,5/17/17,5/24/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502583300,CITY RESIDENTIAL,41XX,SOMERSET AVE,2017,5,48224-3467
423786,7/11/17,7/20/17,VOID,324,CC NON-RESIDENTIAL SHUT,100837300,CITY FIRELINES COMM,24XX,MADISON ST,2017,7,48226-2126
630362,10/12/17,10/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502582300,CITY RESIDENTIAL,41XX,SOMERSET AVE,2017,10,48224-3462
534936,9/8/17,9/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502572300,CITY RESIDENTIAL,41XX,SOMERSET AVE,2017,9,48224-3467
534935,9/8/17,9/19/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502563300,CITY RESIDENTIAL,41XX,SOMERSET AVE,2017,9,48224-3462
366440,6/14/17,6/20/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502562300,CITY RESIDENTIAL,42XX,SOMERSET AVE,2017,6,48224-3462
423787,7/11/17,8/7/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100925301,CITY FIRELINES COMM,60XX,WOODBRIDGE ST,2017,8,48226-4302
300982,5/17/17,5/18/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502561300,CITY RESIDENTIAL,42XX,SOMERSET AVE,2017,5,48224-3467
630360,10/12/17,10/12/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502541300,CITY RESIDENTIAL,36XX,NOTTINGHAM RD,2017,10,48224-3413
300981,5/17/17,5/24/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502538300,CITY RESIDENTIAL,36XX,NOTTINGHAM RD,2017,5,48224-3416
331203,5/31/17,6/2/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100939300,CITY COMMERCIAL,98XX,E JEFFERSON AVE,2017,6,48207-3101
534934,9/8/17,9/8/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502536300,CITY RESIDENTIAL,37XX,NOTTINGHAM RD,2017,9,48224-3413
300979,5/17/17,5/19/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502534300,CITY RESIDENTIAL,39XX,NOTTINGHAM RD,2017,5,48224-3418
727113,12/14/16,1/9/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502515300,CITY RESIDENTIAL,43XX,SOMERSET AVE,2017,1,48224-3427
423788,7/11/17,7/12/17,VOID,324,CC NON-RESIDENTIAL SHUT,100959300,CITY INDUSTRIAL,14XX,E FERRY ST,2017,7,48211-2505
366439,6/14/17,6/20/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502489300,CITY RESIDENTIAL,46XX,SOMERSET AVE,2017,6,48224-3428
534933,9/8/17,9/18/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502478300,CITY RESIDENTIAL,46XX,SOMERSET AVE,2017,9,48224-3428
631477,10/12/17,10/27/17,COMPLETE,324,CC NON-RESIDENTIAL SHUT,101004300,CITY FIRELINES IND,11XX,ELIJAH MCCOY DR,2017,10,48202-3344
534932,9/8/17,9/8/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502474301,CITY RESIDENTIAL,46XX,SOMERSET AVE,2017,9,48224-3428
534931,9/8/17,9/25/17,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502468301,CITY RESIDENTIAL,47XX,SOMERSET AVE,2017,9,48224-3429
423445,7/11/17,7/14/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502443302,CITY RESIDENTIAL,50XX,SOMERSET AVE,2017,7,48224-3140
534930,9/8/17,9/20/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502432300,CITY RESIDENTIAL,52XX,SOMERSET AVE,2017,9,48224-3143
423443,7/11/17,7/14/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502421300,CITY RESIDENTIAL,52XX,SOMERSET AVE,2017,7,48224-3143
300975,5/17/17,5/20/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502414301,CITY RESIDENTIAL,52XX,SOMERSET AVE,2017,5,48224-3142
534929,9/8/17,9/14/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502402300,CITY RESIDENTIAL,55XX,SOMERSET AVE,2017,9,48224-3145
534928,9/8/17,9/20/17,VOID,318,CC TURN-OFF NON-PAYMENT,8502401301,CITY RESIDENTIAL,55XX,SOMERSET AVE,2017,9,48224-3145
