WO_NUMBER,WO_CREATEDATE,WO_COMPLETEDATE,WO_DESC,WO_TYPE,WO_TYPEDESC,WO_CUSTOMERNUMBER,SALES_CLASS,SERVICEADDRESSSTREETNUMBER,ServiceAddressStreetName,Year,Month,Zip
188783,3/19/10,3/23/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8502458300,CITY RESIDENTIAL,48XX,SOMERSET AVE,2010,3,48224-3431
702545,9/22/10,9/24/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8502368300,CITY RESIDENTIAL,48XX,BALFOUR RD,2010,9,48224-3403
873884,12/15/10,12/15/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8502355300,CITY RESIDENTIAL,48XX,BALFOUR RD,2010,12,48224-3403
839474,11/16/10,11/16/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8403841300,CITY RESIDENTIAL,46XX,DEVONSHIRE RD,2010,11,48224-3640
790394,10/6/10,10/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403296300,CITY RESIDENTIAL,34XX,BEDFORD ST,2010,10,48224-3614
790393,10/6/10,10/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403292300,CITY RESIDENTIAL,34XX,BEDFORD ST,2010,10,48224-3614
790392,10/6/10,10/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403279300,CITY RESIDENTIAL,35XX,BEDFORD ST,2010,10,48224-3615
790390,10/6/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403238300,CITY RESIDENTIAL,39XX,THREE MILE DR,2010,10,48224-3606
790389,10/6/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403234300,CITY RESIDENTIAL,39XX,THREE MILE DR,2010,10,48224-3605
790388,10/6/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403232300,CITY RESIDENTIAL,39XX,THREE MILE DR,2010,10,48224-3605
875583,12/16/10,12/21/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8403206300,CITY RESIDENTIAL,41XX,THREE MILE DR,2010,12,48224-3648
790387,10/6/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403182300,CITY RESIDENTIAL,43XX,THREE MILE DR,2010,10,48224-3609
790386,10/6/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403181301,CITY RESIDENTIAL,43XX,THREE MILE DR,2010,10,48224-3608
790385,10/6/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403163300,CITY RESIDENTIAL,46XX,THREE MILE DR,2010,10,48224-3611
790384,10/6/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403156300,CITY RESIDENTIAL,46XX,THREE MILE DR,2010,10,48224-3610
790383,10/6/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403068300,CITY RESIDENTIAL,51XX,THREE MILE DR,2010,10,48224-2639
790382,10/6/10,10/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403061300,CITY RESIDENTIAL,43XX,COURVILLE ST,2010,10,48224-2709
790380,10/6/10,10/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8403045300,CITY RESIDENTIAL,44XX,COURVILLE ST,2010,10,48224-2710
224398,4/1/10,4/1/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8403020300,CITY RESIDENTIAL,47XX,COURVILLE ST,2010,4,48224-2711
790377,10/6/10,10/14/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8402995300,CITY RESIDENTIAL,11XX,E OUTER DR,2010,10,48224-2603
790374,10/6/10,10/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8402969302,CITY RESIDENTIAL,57XX,COURVILLE ST,2010,10,48224-2671
790373,10/6/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8402937300,CITY RESIDENTIAL,52XX,THREE MILE DR,2010,10,48224-2641
790372,10/6/10,10/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8402802301,CITY RESIDENTIAL,52XX,AUDUBON RD,2010,10,48224-2660
790370,10/6/10,10/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8402731300,CITY RESIDENTIAL,52XX,COURVILLE ST,2010,10,48224-2674
790368,10/6/10,10/14/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8402386300,CITY RESIDENTIAL,13XX,E OUTER DR,2010,10,48224-2735
875257,12/16/10,12/21/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8402320301,CITY RESIDENTIAL,57XX,WHITTIER ST,2010,12,48224-2636
790365,10/6/10,10/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8402255300,CITY RESIDENTIAL,57XX,AUDUBON RD,2010,10,48224-2665
790364,10/6/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8402163300,CITY RESIDENTIAL,53XX,KENSINGTON AVE,2010,10,48224-2622
738885,9/29/10,9/29/10,VOID,318,CC TURN-OFF NON-PAYMENT,100182300,CITY FIRELINES COMM,14XX,FARNSWORTH ST,2010,9,48211-2501
790363,10/6/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401893300,CITY RESIDENTIAL,35XX,YORKSHIRE RD,2010,10,48224-2323
790362,10/6/10,10/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401749300,CITY COMMERCIAL,16XX,E WARREN AVE,2010,10,48224-2745
790361,10/6/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401738300,CITY RESIDENTIAL,16XX,CHANDLER PARK DR DR,2010,10,48224-2608
790359,10/6/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401573300,CITY RESIDENTIAL,52XX,BISHOP ST,2010,10,48224-2145
790358,10/6/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401460300,CITY RESIDENTIAL,61XX,YORKSHIRE RD,2010,10,48224-2043
738887,9/29/10,9/29/10,VOID,318,CC TURN-OFF NON-PAYMENT,100202300,CITY COMMERCIAL,37XX,BEAUBIEN ST,2010,9,48201-2149
798491,10/12/10,10/14/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401448300,CITY COMMERCIAL,16XX,E WARREN AVE,2010,10,48224-2359
798490,10/12/10,10/14/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401437300,CITY COMMERCIAL,16XX,E WARREN AVE,2010,10,48224-2354
798489,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401428300,CITY RESIDENTIAL,39XX,BISHOP ST,2010,10,48224-2315
798488,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401427300,CITY RESIDENTIAL,39XX,BISHOP ST,2010,10,48224-2316
798487,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401423300,CITY RESIDENTIAL,39XX,BISHOP ST,2010,10,48224-2316
798486,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401421300,CITY RESIDENTIAL,39XX,BISHOP ST,2010,10,48224-2316
798485,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401414301,CITY RESIDENTIAL,41XX,BISHOP ST,2010,10,48224-2317
798484,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401348300,CITY RESIDENTIAL,44XX,BISHOP ST,2010,10,48224-2319
798483,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401340300,CITY RESIDENTIAL,44XX,BISHOP ST,2010,10,48224-2319
798482,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401284300,CITY RESIDENTIAL,51XX,BISHOP ST,2010,10,48224-2143
798481,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401216300,CITY RESIDENTIAL,39XX,GRAYTON ST,2010,10,48224-2336
798480,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401182301,CITY RESIDENTIAL,42XX,GRAYTON ST,2010,10,48224-2337
798478,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401138300,CITY RESIDENTIAL,38XX,BISHOP ST,2010,10,48224-2316
798477,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401072300,CITY RESIDENTIAL,44XX,GRAYTON ST,2010,10,48224-2361
798476,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401029300,CITY RESIDENTIAL,50XX,GRAYTON ST,2010,10,48224-2147
790355,10/6/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401022300,CITY RESIDENTIAL,51XX,GRAYTON ST,2010,10,48224-2148
798475,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8401014300,CITY RESIDENTIAL,52XX,GRAYTON ST,2010,10,48224-2149
798474,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400996300,CITY RESIDENTIAL,52XX,GRAYTON ST,2010,10,48224-2149
798472,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400868300,CITY RESIDENTIAL,60XX,HARVARD RD,2010,10,48224-2010
798471,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400866300,CITY RESIDENTIAL,60XX,HARVARD RD,2010,10,48224-2009
798469,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400826300,CITY RESIDENTIAL,59XX,GRAYTON ST,2010,10,48224-2066
798466,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400824300,CITY RESIDENTIAL,59XX,GRAYTON ST,2010,10,48224-2066
798465,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400814301,CITY RESIDENTIAL,60XX,GRAYTON ST,2010,10,48224-2065
798464,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400793301,CITY RESIDENTIAL,61XX,GRAYTON ST,2010,10,48224-2068
798463,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400790300,CITY RESIDENTIAL,62XX,GRAYTON ST,2010,10,48224-2068
790353,10/6/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400783300,CITY COMMERCIAL,16XX,E WARREN AVE,2010,10,48224-2355
798461,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400772300,CITY COMMERCIAL,17XX,E WARREN AVE,2010,10,48224-2357
798460,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400742303,CITY RESIDENTIAL,44XX,HARVARD RD,2010,10,48224-2345
621570,8/6/10,8/6/10,VOID,324,CC NON-RESIDENTIAL SHUT,100428300,CITY COMMERCIAL,15XX,WOODWARD AVE,2010,8,48226-2004
798459,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400739300,CITY RESIDENTIAL,44XX,HARVARD RD,2010,10,48224-2346
798458,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400679300,CITY RESIDENTIAL,50XX,HARVARD RD,2010,10,48224-2168
798457,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400670301,CITY RESIDENTIAL,51XX,HARVARD RD,2010,10,48224-2167
798456,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400666300,CITY RESIDENTIAL,51XX,HARVARD RD,2010,10,48224-2168
798455,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400639300,CITY RESIDENTIAL,53XX,HARVARD RD,2010,10,48224-2165
798454,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400614301,CITY RESIDENTIAL,57XX,COURVILLE ST,2010,10,48224-2671
798453,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400590301,CITY RESIDENTIAL,44XX,YORKSHIRE RD,2010,10,48224-2330
790351,10/6/10,10/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400582306,CITY RESIDENTIAL,48XX,COURVILLE ST,2010,10,48224-2713
798451,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400566301,CITY RESIDENTIAL,46XX,COURVILLE ST,2010,10,48224-2711
798449,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400548301,CITY RESIDENTIAL,55XX,BISHOP ST,2010,10,48224-2170
790350,10/6/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400542301,CITY RESIDENTIAL,36XX,THREE MILE DR,2010,10,48224-3604
798448,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400540301,CITY RESIDENTIAL,48XX,THREE MILE DR,2010,10,48224-3613
798447,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400522301,CITY RESIDENTIAL,48XX,YORKSHIRE RD,2010,10,48224-2331
798446,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400469301,CITY RESIDENTIAL,16XX,CHANDLER PARK DR DR,2010,10,48224-2608
798445,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400463301,CITY RESIDENTIAL,60XX,KENSINGTON AVE,2010,10,48224-2072
790349,10/6/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400441302,CITY RESIDENTIAL,36XX,DEVONSHIRE RD,2010,10,48224-3631
798444,10/12/10,10/14/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400417303,CITY RESIDENTIAL,11XX,E OUTER DR,2010,10,48224-2612
798443,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400402301,CITY RESIDENTIAL,44XX,KENSINGTON AVE,2010,10,48224-2736
798442,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400400300,CITY RESIDENTIAL,48XX,COURVILLE ST,2010,10,48224-2714
790348,10/6/10,10/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400377301,CITY RESIDENTIAL,46XX,AUDUBON RD,2010,10,48224-2753
290892,4/29/10,4/30/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100560302,CITY INDUSTRIAL,13XX,HOLDEN ST,2010,4,48202-3325
798441,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400359301,CITY RESIDENTIAL,52XX,DEVONSHIRE RD,2010,10,48224-3232
790347,10/6/10,10/14/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400338301,CITY RESIDENTIAL,11XX,E OUTER DR,2010,10,48224-2629
798440,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400328304,CITY RESIDENTIAL,50XX,BEDFORD ST,2010,10,48224-2648
790346,10/6/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400321302,CITY RESIDENTIAL,52XX,BEDFORD ST,2010,10,48224-2652
798439,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400308302,CITY RESIDENTIAL,38XX,GRAYTON ST,2010,10,48224-2335
798438,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400300301,CITY RESIDENTIAL,62XX,GRAYTON ST,2010,10,48224-2067
790345,10/6/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400286303,CITY RESIDENTIAL,36XX,THREE MILE DR,2010,10,48224-3604
798436,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400172301,CITY RESIDENTIAL,46XX,COURVILLE ST,2010,10,48224-2710
790343,10/6/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400130301,CITY RESIDENTIAL,56XX,DEVONSHIRE RD,2010,10,48224-3234
798434,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400125301,CITY RESIDENTIAL,39XX,COURVILLE ST,2010,10,48224-2704
790341,10/6/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400102301,CITY RESIDENTIAL,16XX,CHANDLER PARK DR DR,2010,10,48224-2614
798431,10/12/10,10/14/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400086301,CITY RESIDENTIAL,11XX,E OUTER DR,2010,10,48224-2612
798430,10/12/10,10/14/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400020301,CITY RESIDENTIAL,12XX,E OUTER DR,2010,10,48224-2627
798429,10/12/10,10/14/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400009300,CITY COMMERCIAL,16XX,E WARREN AVE,2010,10,48224-2716
798428,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8400004300,CITY COMMERCIAL,16XX,HARPER AVE,2010,10,48224-2628
1882,1/6/10,1/7/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8305029300,CITY RESIDENTIAL,17XX,ONTARIO ST,2010,1,48224-2213
753519,9/30/10,10/2/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8304860300,CITY RESIDENTIAL,41XX,GUILFORD ST,2010,10,48224-2243
754708,10/1/10,10/2/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8304712300,CITY RESIDENTIAL,45XX,NEFF AVE,2010,10,48224-1419
1869,1/6/10,1/7/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8304305300,CITY RESIDENTIAL,59XX,OLDTOWN ST,2010,1,48224-2028
818453,10/26/10,10/26/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8303652300,CITY RESIDENTIAL,46XX,LODEWYCK ST,2010,10,48224-1485
753520,9/30/10,10/1/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8303338300,CITY RESIDENTIAL,57XX,RADNOR ST,2010,10,48224-1362
700525,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302397300,CITY RESIDENTIAL,19XX,MALLINA ST,2010,9,48236-2024
700524,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302376300,CITY RESIDENTIAL,18XX,BERDEN ST,2010,9,48236-2006
700523,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302351300,CITY RESIDENTIAL,19XX,BERDEN ST,2010,9,48236-2008
700522,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302331300,CITY RESIDENTIAL,19XX,ROLANDALE ST,2010,9,48236-2048
700521,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302302300,CITY RESIDENTIAL,63XX,CANYON ST,2010,9,48236-2010
700520,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302294301,CITY RESIDENTIAL,18XX,ALSTEAD ST,2010,9,48236-2001
700519,9/21/10,9/23/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302183300,CITY RESIDENTIAL,61XX,FARMBROOK ST,2010,9,48224-1354
700517,9/21/10,9/23/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302177300,CITY RESIDENTIAL,61XX,FARMBROOK ST,2010,9,48224-1354
700515,9/21/10,9/27/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302123300,CITY RESIDENTIAL,88XX,FARMBROOK ST,2010,9,48224-1276
700514,9/21/10,9/27/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302122300,CITY RESIDENTIAL,88XX,FARMBROOK ST,2010,9,48224-1277
700512,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302101300,CITY RESIDENTIAL,61XX,RADNOR ST,2010,9,48224-1365
700511,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302078300,CITY RESIDENTIAL,63XX,RADNOR ST,2010,9,48224-1261
700509,9/21/10,10/1/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8302016300,CITY RESIDENTIAL,57XX,MARSEILLES ST,2010,10,48224-1322
700508,9/21/10,9/23/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301967300,CITY RESIDENTIAL,59XX,LODEWYCK ST,2010,9,48224-1311
700506,9/21/10,9/23/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301907300,CITY RESIDENTIAL,17XX,CHESTER ST,2010,9,48224-1254
700503,9/21/10,10/1/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301838300,CITY RESIDENTIAL,63XX,MARSEILLES ST,2010,10,48224-1207
700502,9/21/10,9/27/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301767300,CITY RESIDENTIAL,60XX,UNIVERSITY ST,2010,9,48224-1389
700501,9/21/10,9/27/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301759300,CITY RESIDENTIAL,61XX,UNIVERSITY ST,2010,9,48224-1327
700498,9/21/10,10/4/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301729300,CITY RESIDENTIAL,17XX,CHESTER ST,2010,10,48224-1201
700497,9/21/10,10/4/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301655300,CITY RESIDENTIAL,60XX,HEREFORD ST,2010,10,48224-3802
700496,9/21/10,10/4/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301619300,CITY RESIDENTIAL,63XX,HEREFORD ST,2010,10,48224-1263
700494,9/21/10,9/27/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301596300,CITY RESIDENTIAL,88XX,UNIVERSITY ST,2010,9,48224-1240
700493,9/21/10,10/1/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301561300,CITY RESIDENTIAL,95XX,SANILAC ST,2010,10,48224-1247
700491,9/21/10,10/1/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301532300,CITY RESIDENTIAL,97XX,SANILAC ST,2010,10,48224-1250
700488,9/21/10,10/5/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301517300,CITY RESIDENTIAL,94XX,CAMLEY ST,2010,10,48224-1253
700487,9/21/10,10/1/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301506300,CITY RESIDENTIAL,97XX,CAMLEY ST,2010,10,48224-1281
700485,9/21/10,10/1/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301501300,CITY RESIDENTIAL,97XX,CAMLEY ST,2010,10,48224-1280
700484,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301473300,CITY RESIDENTIAL,20XX,MOROSS RD,2010,9,48224-1243
700483,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301453300,CITY RESIDENTIAL,20XX,MCCORMICK ST,2010,9,48224-1271
700482,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301406301,CITY RESIDENTIAL,91XX,OLDTOWN ST,2010,9,48224-1942
700481,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301380300,CITY RESIDENTIAL,92XX,WOODHALL ST,2010,9,48224-1251
700479,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301348300,CITY RESIDENTIAL,93XX,SANILAC ST,2010,9,48224-1246
700478,9/21/10,9/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301341300,CITY RESIDENTIAL,93XX,SANILAC ST,2010,9,48224-1245
700477,9/21/10,10/1/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301338300,CITY RESIDENTIAL,93XX,SANILAC ST,2010,10,48224-1245
700476,9/21/10,10/1/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301316300,CITY RESIDENTIAL,92XX,CAMLEY ST,2010,10,48224-1224
700475,9/21/10,10/1/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301304300,CITY RESIDENTIAL,92XX,CAMLEY ST,2010,10,48224-1223
700473,9/21/10,10/6/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301269300,CITY RESIDENTIAL,10XX,DUPREY ST,2010,10,48224-1226
696608,9/20/10,10/6/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301248300,CITY RESIDENTIAL,10XX,DUPREY ST,2010,10,48224-1225
696604,9/20/10,10/5/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301116300,CITY RESIDENTIAL,10XX,MORANG DR,2010,10,48224-1880
696603,9/20/10,10/5/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301110300,CITY COMMERCIAL,10XX,MORANG DR,2010,10,48224-1841
696602,9/20/10,10/5/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301109301,CITY COMMERCIAL,10XX,MORANG DR,2010,10,48224-1841
696600,9/20/10,10/5/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301084300,CITY COMMERCIAL,10XX,CADIEUX RD,2010,10,48224-1831
290869,4/29/10,4/29/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100800300,CITY COMMERCIAL,66XX,W BALTIMORE ST,2010,4,48202-2901
696599,9/20/10,10/5/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301083300,CITY COMMERCIAL,10XX,CADIEUX RD,2010,10,48224-1831
696597,9/20/10,10/5/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301081300,CITY RESIDENTIAL,10XX,MARNE ST,2010,10,48224-1832
