WO_NUMBER,WO_CREATEDATE,WO_COMPLETEDATE,WO_DESC,WO_TYPE,WO_TYPEDESC,WO_CUSTOMERNUMBER,SALES_CLASS,SERVICEADDRESSSTREETNUMBER,ServiceAddressStreetName,Year,Month,Zip
907134,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503875300,CITY RESIDENTIAL,41XX,MARYLAND ST,2013,12,48224-3335
907133,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503874300,CITY RESIDENTIAL,41XX,MARYLAND ST,2013,12,48224-3335
907132,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503873300,CITY RESIDENTIAL,41XX,MARYLAND ST,2013,12,48224-3335
907131,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503872301,CITY RESIDENTIAL,41XX,MARYLAND ST,2013,12,48224-3335
781695,9/10/13,9/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503866300,CITY RESIDENTIAL,48XX,WAYBURN ST,2013,9,48224-3225
907129,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503863300,CITY RESIDENTIAL,47XX,WAYBURN ST,2013,12,48224-3225
907128,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503862300,CITY RESIDENTIAL,47XX,WAYBURN ST,2013,12,48224-3224
907127,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503855300,CITY RESIDENTIAL,44XX,WAYBURN ST,2013,12,48224-3262
907126,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503854300,CITY RESIDENTIAL,44XX,WAYBURN ST,2013,12,48224-3262
907125,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503852300,CITY RESIDENTIAL,44XX,WAYBURN ST,2013,12,48224-3262
781694,9/10/13,9/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503851300,CITY RESIDENTIAL,44XX,WAYBURN ST,2013,9,48224-3262
907124,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503847300,CITY RESIDENTIAL,43XX,WAYBURN ST,2013,12,48224-3223
781693,9/10/13,9/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503840300,CITY RESIDENTIAL,50XX,WAYBURN ST,2013,9,48224-3035
907122,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503816300,CITY RESIDENTIAL,42XX,WAYBURN ST,2013,12,48224-3346
907120,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503808300,CITY RESIDENTIAL,42XX,WAYBURN ST,2013,12,48224-3347
907117,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503804300,CITY RESIDENTIAL,42XX,WAYBURN ST,2013,12,48224-3347
907116,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503803300,CITY RESIDENTIAL,42XX,WAYBURN ST,2013,12,48224-3347
907115,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503800300,CITY RESIDENTIAL,42XX,WAYBURN ST,2013,12,48224-3347
35995,1/28/13,1/29/13,VOID,318,CC TURN-OFF NON-PAYMENT,8503795300,CITY COMMERCIAL,15XX,MACK AVE,2013,1,48224-3350
781692,9/10/13,9/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503777300,CITY OF DETROIT,36XX,WAYBURN ST,2013,9,48224-3345
907114,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503767300,CITY RESIDENTIAL,43XX,WAYBURN ST,2013,12,48224-3262
907113,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503753301,CITY RESIDENTIAL,44XX,WAYBURN ST,2013,12,48224-3223
781690,9/10/13,9/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503752300,CITY RESIDENTIAL,44XX,WAYBURN ST,2013,9,48224-3223
907112,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503751300,CITY RESIDENTIAL,44XX,WAYBURN ST,2013,12,48224-3223
781688,9/10/13,9/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503747305,CITY RESIDENTIAL,44XX,WAYBURN ST,2013,9,48224-3223
907110,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503746300,CITY RESIDENTIAL,44XX,WAYBURN ST,2013,12,48224-3262
907109,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503745300,CITY RESIDENTIAL,44XX,WAYBURN ST,2013,12,48224-3223
781686,9/10/13,9/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503742301,CITY RESIDENTIAL,47XX,WAYBURN ST,2013,9,48224-3225
907107,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503733300,CITY RESIDENTIAL,48XX,WAYBURN ST,2013,12,48224-3225
907106,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503718300,CITY RESIDENTIAL,50XX,WAYBURN ST,2013,12,48224-3034
907102,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503711300,CITY RESIDENTIAL,51XX,WAYBURN ST,2013,12,48224-3034
907101,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503710300,CITY RESIDENTIAL,52XX,WAYBURN ST,2013,12,48224-3036
781685,9/10/13,11/5/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503705300,CITY RESIDENTIAL,52XX,WAYBURN ST,2013,11,48224-3037
907100,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503704300,CITY RESIDENTIAL,52XX,WAYBURN ST,2013,12,48224-3036
907099,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503702300,CITY RESIDENTIAL,52XX,WAYBURN ST,2013,12,48224-3036
781684,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503693300,CITY RESIDENTIAL,53XX,WAYBURN ST,2013,9,48224-3036
881265,11/12/13,11/12/13,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100380300,CITY INDUSTRIAL,22XX,BROOKLYN ST,2013,11,48201-2957
881253,11/12/13,11/12/13,COMPLETE,324,CC NON-RESIDENTIAL SHUT,100382300,CITY INDUSTRIAL,22XX,BROOKLYN ST,2013,11,48201-2957
781683,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503691300,CITY RESIDENTIAL,53XX,WAYBURN ST,2013,9,48224-3036
907098,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503689300,CITY RESIDENTIAL,55XX,WAYBURN ST,2013,12,48224-3039
781681,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503686301,CITY RESIDENTIAL,55XX,WAYBURN ST,2013,9,48224-3039
907097,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503681300,CITY RESIDENTIAL,55XX,WAYBURN ST,2013,12,48224-3038
907096,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503679300,CITY RESIDENTIAL,55XX,WAYBURN ST,2013,12,48224-3038
907095,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503674300,CITY RESIDENTIAL,55XX,WAYBURN ST,2013,12,48224-3038
781680,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503663300,CITY RESIDENTIAL,11XX,E OUTER DR,2013,9,48224-3058
781679,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503647300,CITY COMMERCIAL,15XX,HARPER AVE,2013,9,48224-2961
907092,11/21/13,12/5/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503633300,CITY RESIDENTIAL,57XX,MARYLAND ST,2013,12,48224-3022
907090,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503599300,CITY RESIDENTIAL,57XX,WAYBURN ST,2013,12,48224-3041
781678,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503593300,CITY RESIDENTIAL,57XX,WAYBURN ST,2013,9,48224-3041
907089,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503589302,CITY RESIDENTIAL,57XX,WAYBURN ST,2013,12,48224-3040
781677,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503586300,CITY RESIDENTIAL,57XX,WAYBURN ST,2013,9,48224-3041
907088,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503585300,CITY RESIDENTIAL,57XX,WAYBURN ST,2013,12,48224-3040
907087,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503581300,CITY RESIDENTIAL,58XX,WAYBURN ST,2013,12,48224-3041
907086,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503580300,CITY RESIDENTIAL,58XX,WAYBURN ST,2013,12,48224-3040
243130,3/21/13,4/10/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503579303,CITY RESIDENTIAL,58XX,WAYBURN ST,2013,4,48224-3041
243372,3/21/13,4/10/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503577301,CITY RESIDENTIAL,59XX,WAYBURN ST,2013,4,48224-3042
781676,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503575300,CITY RESIDENTIAL,59XX,WAYBURN ST,2013,9,48224-3043
781675,9/10/13,11/5/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503573300,CITY RESIDENTIAL,59XX,WAYBURN ST,2013,11,48224-3043
907085,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503571300,CITY RESIDENTIAL,59XX,WAYBURN ST,2013,12,48224-3043
907084,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503567300,CITY RESIDENTIAL,59XX,WAYBURN ST,2013,12,48224-3042
781674,9/10/13,11/5/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503565301,CITY RESIDENTIAL,59XX,WAYBURN ST,2013,11,48224-3043
907083,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503564300,CITY RESIDENTIAL,59XX,WAYBURN ST,2013,12,48224-3042
907082,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503563300,CITY RESIDENTIAL,59XX,WAYBURN ST,2013,12,48224-3042
907080,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503541300,CITY RESIDENTIAL,44XX,MARYLAND ST,2013,12,48224-3338
781673,9/10/13,9/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503535300,CITY RESIDENTIAL,47XX,MARYLAND ST,2013,9,48224-3340
781672,9/10/13,9/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503521300,CITY RESIDENTIAL,47XX,MARYLAND ST,2013,9,48224-3339
907078,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503517300,CITY RESIDENTIAL,48XX,MARYLAND ST,2013,12,48224-3339
907077,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503508300,CITY RESIDENTIAL,50XX,MARYLAND ST,2013,12,48224-3016
907075,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503488300,CITY RESIDENTIAL,52XX,MARYLAND ST,2013,12,48224-3018
857663,10/12/12,1/7/13,VOID,318,CC TURN-OFF NON-PAYMENT,8503485303,CITY RESIDENTIAL,52XX,MARYLAND ST,2013,1,48224-3018
907073,11/21/13,11/25/13,VOID,318,CC TURN-OFF NON-PAYMENT,8503482301,CITY RESIDENTIAL,52XX,MARYLAND ST,2013,11,48224-3019
907072,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503478300,CITY RESIDENTIAL,52XX,MARYLAND ST,2013,12,48224-3019
907071,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503476300,CITY RESIDENTIAL,52XX,MARYLAND ST,2013,12,48224-3019
781671,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503474300,CITY RESIDENTIAL,52XX,MARYLAND ST,2013,9,48224-3019
781670,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503473300,CITY RESIDENTIAL,52XX,MARYLAND ST,2013,9,48224-3018
907069,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503468300,CITY RESIDENTIAL,53XX,MARYLAND ST,2013,12,48224-3070
907068,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503466300,CITY RESIDENTIAL,55XX,MARYLAND ST,2013,12,48224-3020
907067,11/21/13,12/5/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503452300,CITY RESIDENTIAL,55XX,MARYLAND ST,2013,12,48224-3021
907066,11/21/13,12/5/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503449300,CITY RESIDENTIAL,55XX,MARYLAND ST,2013,12,48224-3021
781669,9/10/13,9/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503438300,CITY CHURCH,15XX,MACK AVE,2013,9,48224-3321
907063,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503428300,CITY RESIDENTIAL,35XX,MARYLAND ST,2013,12,48224-3333
907061,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503419300,CITY RESIDENTIAL,36XX,MARYLAND ST,2013,12,48224-3333
907060,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503409300,CITY RESIDENTIAL,36XX,MARYLAND ST,2013,12,48224-3334
907058,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503394300,CITY RESIDENTIAL,41XX,MARYLAND ST,2013,12,48224-3336
907057,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503387301,CITY RESIDENTIAL,42XX,MARYLAND ST,2013,12,48224-3336
907056,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503360300,CITY RESIDENTIAL,41XX,LAKEPOINTE ST,2013,12,48224-3319
907055,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503359300,CITY RESIDENTIAL,41XX,LAKEPOINTE ST,2013,12,48224-3319
907051,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503290301,CITY RESIDENTIAL,51XX,LAKEPOINTE ST,2013,12,48224-3007
781667,9/10/13,11/13/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503268300,CITY RESIDENTIAL,55XX,LAKEPOINTE ST,2013,11,48224-3011
907050,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503262300,CITY RESIDENTIAL,55XX,LAKEPOINTE ST,2013,12,48224-3010
781665,9/10/13,11/13/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503255302,CITY RESIDENTIAL,57XX,LAKEPOINTE ST,2013,11,48224-3013
907047,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503249300,CITY RESIDENTIAL,57XX,LAKEPOINTE ST,2013,12,48224-3012
907046,11/21/13,12/4/13,VOID,318,CC TURN-OFF NON-PAYMENT,8503244300,CITY RESIDENTIAL,58XX,LAKEPOINTE ST,2013,12,48224-3012
907045,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503241300,CITY RESIDENTIAL,59XX,LAKEPOINTE ST,2013,12,48224-3015
907044,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503234300,CITY RESIDENTIAL,59XX,LAKEPOINTE ST,2013,12,48224-3015
781664,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503233300,CITY RESIDENTIAL,59XX,LAKEPOINTE ST,2013,9,48224-3015
907043,11/21/13,12/4/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503229300,CITY RESIDENTIAL,59XX,LAKEPOINTE ST,2013,12,48224-3015
781663,9/10/13,12/18/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503170300,CITY RESIDENTIAL,50XX,BARHAM ST,2013,12,48224-3001
781662,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503169300,CITY RESIDENTIAL,50XX,BARHAM ST,2013,9,48224-3001
907032,11/21/13,12/4/13,VOID,318,CC TURN-OFF NON-PAYMENT,8503154300,CITY COMMERCIAL,55XX,BARHAM ST,2013,12,48224-3003
781661,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503149301,CITY RESIDENTIAL,57XX,BARHAM ST,2013,9,48224-3004
907031,11/21/13,12/20/13,VOID,318,CC TURN-OFF NON-PAYMENT,8503148300,CITY RESIDENTIAL,57XX,BARHAM ST,2013,12,48224-3004
781660,9/10/13,11/12/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503134300,CITY RESIDENTIAL,35XX,BEACONSFIELD ST,2013,11,48224-3306
781658,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8503024300,CITY RESIDENTIAL,47XX,BEACONSFIELD ST,2013,9,48224-3313
781656,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502999300,CITY RESIDENTIAL,50XX,BEACONSFIELD ST,2013,9,48224-3122
781655,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502992300,CITY RESIDENTIAL,50XX,BEACONSFIELD ST,2013,9,48224-3123
243211,3/21/13,4/18/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502968302,CITY RESIDENTIAL,52XX,BEACONSFIELD ST,2013,4,48224-3125
781654,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502954300,CITY RESIDENTIAL,55XX,BEACONSFIELD ST,2013,9,48224-3127
781653,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502949300,CITY RESIDENTIAL,55XX,BEACONSFIELD ST,2013,9,48224-3126
781652,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502942300,CITY RESIDENTIAL,55XX,BEACONSFIELD ST,2013,9,48224-3127
781651,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502940301,CITY RESIDENTIAL,55XX,BEACONSFIELD ST,2013,9,48224-3127
907005,11/21/13,12/2/13,VOID,318,CC TURN-OFF NON-PAYMENT,8502918300,CITY RESIDENTIAL,57XX,BEACONSFIELD ST,2013,12,48224-3157
781650,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502915300,CITY RESIDENTIAL,58XX,BEACONSFIELD ST,2013,9,48224-3158
781649,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502828300,CITY RESIDENTIAL,55XX,NOTTINGHAM RD,2013,9,48224-3134
781647,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502822300,CITY RESIDENTIAL,55XX,NOTTINGHAM RD,2013,9,48224-3134
781646,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502813300,CITY RESIDENTIAL,57XX,NOTTINGHAM RD,2013,9,48224-3115
805451,9/23/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502811300,CITY RESIDENTIAL,57XX,NOTTINGHAM RD,2013,9,48224-3115
781644,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502808300,CITY RESIDENTIAL,57XX,NOTTINGHAM RD,2013,9,48224-3114
87722,2/19/13,2/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,100790300,CITY COMMERCIAL,10XX,SEWARD ST,2013,2,48202-2408
781643,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502801300,CITY RESIDENTIAL,57XX,NOTTINGHAM RD,2013,9,48224-3114
781640,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502763301,CITY RESIDENTIAL,41XX,NOTTINGHAM RD,2013,9,48224-3419
906984,11/21/13,12/13/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502762300,CITY RESIDENTIAL,41XX,NOTTINGHAM RD,2013,12,48224-3419
906982,11/21/13,12/3/13,VOID,318,CC TURN-OFF NON-PAYMENT,8502761300,CITY RESIDENTIAL,41XX,NOTTINGHAM RD,2013,12,48224-3420
781638,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502756300,CITY RESIDENTIAL,41XX,NOTTINGHAM RD,2013,9,48224-3419
906979,11/21/13,12/3/13,VOID,318,CC TURN-OFF NON-PAYMENT,8502746300,CITY RESIDENTIAL,42XX,NOTTINGHAM RD,2013,12,48224-3420
781637,9/10/13,9/18/13,VOID,318,CC TURN-OFF NON-PAYMENT,8502719300,CITY RESIDENTIAL,46XX,NOTTINGHAM RD,2013,9,48224-3423
906974,11/21/13,12/4/13,VOID,318,CC TURN-OFF NON-PAYMENT,8502705300,CITY RESIDENTIAL,46XX,NOTTINGHAM RD,2013,12,48224-3423
781636,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502704300,CITY RESIDENTIAL,46XX,NOTTINGHAM RD,2013,9,48224-3424
862040,10/12/12,1/7/13,VOID,318,CC TURN-OFF NON-PAYMENT,8502689301,CITY RESIDENTIAL,48XX,NOTTINGHAM RD,2013,1,48224-3425
781634,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502666300,CITY RESIDENTIAL,50XX,NOTTINGHAM RD,2013,9,48224-3131
906966,11/21/13,12/13/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502665300,CITY RESIDENTIAL,50XX,NOTTINGHAM RD,2013,12,48224-3130
781632,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502659301,CITY RESIDENTIAL,50XX,NOTTINGHAM RD,2013,9,48224-3130
781631,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502618300,CITY RESIDENTIAL,36XX,SOMERSET AVE,2013,9,48224-3459
