WO_NUMBER,WO_CREATEDATE,WO_COMPLETEDATE,WO_DESC,WO_TYPE,WO_TYPEDESC,WO_CUSTOMERNUMBER,SALES_CLASS,SERVICEADDRESSSTREETNUMBER,ServiceAddressStreetName,Year,Month,Zip
859902,10/12/12,12/7/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502737301,CITY RESIDENTIAL,43XX,NOTTINGHAM RD,2012,12,48224-3421
864046,10/12/12,11/26/12,VOID,318,CC TURN-OFF NON-PAYMENT,8502714301,CITY RESIDENTIAL,46XX,NOTTINGHAM RD,2012,11,48224-3424
967110,12/16/11,1/10/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502706300,CITY RESIDENTIAL,46XX,NOTTINGHAM RD,2012,1,48224-3424
966972,12/16/11,1/10/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502701301,CITY RESIDENTIAL,46XX,NOTTINGHAM RD,2012,1,48224-3423
860482,10/12/12,12/19/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502686301,CITY RESIDENTIAL,48XX,NOTTINGHAM RD,2012,12,48224-3426
966982,12/16/11,1/10/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502682300,CITY RESIDENTIAL,48XX,NOTTINGHAM RD,2012,1,48224-3426
967152,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502656301,CITY RESIDENTIAL,51XX,NOTTINGHAM RD,2012,1,48224-3130
967150,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502655300,CITY COMMERCIAL,15XX,MACK AVE,2012,1,48224-3453
861074,10/12/12,12/21/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502493302,CITY RESIDENTIAL,44XX,SOMERSET AVE,2012,12,48224-3465
862186,10/12/12,11/19/12,VOID,318,CC TURN-OFF NON-PAYMENT,8502468301,CITY RESIDENTIAL,47XX,SOMERSET AVE,2012,11,48224-3429
859350,10/12/12,11/19/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502414301,CITY RESIDENTIAL,52XX,SOMERSET AVE,2012,11,48224-3142
967032,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502380300,CITY COMMERCIAL,15XX,E WARREN AVE,2012,1,48224-3148
966893,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502340301,CITY RESIDENTIAL,51XX,BALFOUR RD,2012,1,48224-3103
859133,10/12/12,11/19/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502333302,CITY RESIDENTIAL,52XX,BALFOUR RD,2012,11,48224-3104
863322,10/12/12,11/30/12,VOID,318,CC TURN-OFF NON-PAYMENT,8502300301,CITY RESIDENTIAL,55XX,BALFOUR RD,2012,11,48224-3106
864275,10/12/12,12/7/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502279301,CITY RESIDENTIAL,57XX,SOMERSET AVE,2012,12,48224-3119
967115,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502256303,CITY RESIDENTIAL,15XX,MUNICH ST,2012,1,48224-3471
966872,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502246300,CITY COMMERCIAL,15XX,E WARREN AVE,2012,1,48224-3268
967147,12/16/11,1/10/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502245300,CITY COMMERCIAL,15XX,E WARREN AVE,2012,1,48224-3268
966907,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502224300,CITY RESIDENTIAL,43XX,CHATSWORTH ST,2012,1,48224-3406
857670,10/12/12,12/19/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502222301,CITY RESIDENTIAL,43XX,CHATSWORTH ST,2012,12,48224-3406
857528,10/12/12,12/19/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502220302,CITY RESIDENTIAL,43XX,CHATSWORTH ST,2012,12,48224-3405
967116,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502214300,CITY RESIDENTIAL,44XX,CHATSWORTH ST,2012,1,48224-3406
966954,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502206300,CITY RESIDENTIAL,46XX,CHATSWORTH ST,2012,1,48224-3407
873373,10/18/12,10/19/12,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8502201300,CITY RESIDENTIAL,46XX,CHATSWORTH ST,2012,10,48224-3407
966931,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502177300,CITY RESIDENTIAL,48XX,CHATSWORTH ST,2012,1,48224-3409
966905,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502176300,CITY RESIDENTIAL,48XX,CHATSWORTH ST,2012,1,48224-3410
862065,10/12/12,11/30/12,VOID,318,CC TURN-OFF NON-PAYMENT,8502173300,CITY RESIDENTIAL,50XX,CHATSWORTH ST,2012,11,48224-3261
859416,10/12/12,11/28/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502125301,CITY OF DETROIT,46XX,BALFOUR RD,2012,11,48224-3401
309139,4/4/12,4/11/12,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8502119301,CITY RESIDENTIAL,46XX,BALFOUR RD,2012,4,48224-3401
86289,2/17/12,2/18/12,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8502119300,CITY RESIDENTIAL,46XX,BALFOUR RD,2012,2,48224-3401
967117,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502101300,CITY COMMERCIAL,15XX,E WARREN AVE,2012,1,48224-3218
966874,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502083300,CITY RESIDENTIAL,43XX,BERKSHIRE ST,2012,1,48224-3502
864329,10/12/12,11/6/12,VOID,318,CC TURN-OFF NON-PAYMENT,8502069301,CITY RESIDENTIAL,46XX,BERKSHIRE ST,2012,11,48224-3504
967070,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502069300,CITY RESIDENTIAL,46XX,BERKSHIRE ST,2012,1,48224-3504
967118,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502066300,CITY RESIDENTIAL,46XX,BERKSHIRE ST,2012,1,48224-3503
967120,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502062300,CITY RESIDENTIAL,46XX,BERKSHIRE ST,2012,1,48224-3503
857393,10/12/12,11/26/12,VOID,318,CC TURN-OFF NON-PAYMENT,8502056301,CITY RESIDENTIAL,46XX,BERKSHIRE ST,2012,11,48224-3504
967121,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502054300,CITY RESIDENTIAL,46XX,BERKSHIRE ST,2012,1,48224-3503
859424,10/12/12,11/28/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502032301,CITY RESIDENTIAL,48XX,BERKSHIRE ST,2012,11,48224-3505
967122,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502018300,CITY RESIDENTIAL,50XX,BERKSHIRE ST,2012,1,48224-3203
966944,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502017300,CITY RESIDENTIAL,50XX,BERKSHIRE ST,2012,1,48224-3204
967123,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502012300,CITY RESIDENTIAL,51XX,BERKSHIRE ST,2012,1,48224-3203
966962,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502008300,CITY RESIDENTIAL,52XX,BERKSHIRE ST,2012,1,48224-3205
967059,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502005300,CITY RESIDENTIAL,52XX,BERKSHIRE ST,2012,1,48224-3205
967036,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8502004300,CITY RESIDENTIAL,52XX,BERKSHIRE ST,2012,1,48224-3206
966920,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501981300,CITY RESIDENTIAL,52XX,CHATSWORTH ST,2012,1,48224-3210
966989,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501976300,CITY RESIDENTIAL,52XX,CHATSWORTH ST,2012,1,48224-3210
967074,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501969301,CITY RESIDENTIAL,52XX,CHATSWORTH ST,2012,1,48224-3211
967076,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501962300,CITY RESIDENTIAL,53XX,CHATSWORTH ST,2012,1,48224-3211
967068,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501914300,CITY RESIDENTIAL,36XX,CHATSWORTH ST,2012,1,48224-3448
966919,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501905300,CITY RESIDENTIAL,39XX,CHATSWORTH ST,2012,1,48224-3449
967093,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501894300,CITY RESIDENTIAL,39XX,CHATSWORTH ST,2012,1,48224-3450
859190,10/12/12,11/19/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501871301,CITY RESIDENTIAL,36XX,BALFOUR RD,2012,11,48224-3436
967035,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501781300,CITY RESIDENTIAL,36XX,BUCKINGHAM AVE,2012,1,48224-3534
967140,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501775300,CITY RESIDENTIAL,36XX,BUCKINGHAM AVE,2012,1,48224-3535
861200,10/12/12,12/17/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501772302,CITY RESIDENTIAL,36XX,BUCKINGHAM AVE,2012,12,48224-3534
860978,10/12/12,12/20/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501734301,CITY RESIDENTIAL,40XX,BUCKINGHAM AVE,2012,12,48224-3536
967094,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501721300,CITY RESIDENTIAL,41XX,BUCKINGHAM AVE,2012,1,48224-3539
967155,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501712300,CITY RESIDENTIAL,41XX,BUCKINGHAM AVE,2012,1,48224-3539
966943,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501696300,CITY RESIDENTIAL,36XX,BERKSHIRE ST,2012,1,48224-3528
967002,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501682300,CITY RESIDENTIAL,39XX,BERKSHIRE ST,2012,1,48224-3530
967161,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501652300,CITY RESIDENTIAL,43XX,BUCKINGHAM AVE,2012,1,48224-3541
935201,11/28/12,11/28/12,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8501597300,CITY RESIDENTIAL,48XX,BUCKINGHAM AVE,2012,11,48224-3544
967071,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501570300,CITY RESIDENTIAL,50XX,BUCKINGHAM AVE,2012,1,48224-3251
864530,10/12/12,11/30/12,VOID,318,CC TURN-OFF NON-PAYMENT,8501550302,CITY RESIDENTIAL,52XX,BUCKINGHAM AVE,2012,11,48224-3252
859896,10/12/12,12/7/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501542301,CITY RESIDENTIAL,53XX,BUCKINGHAM AVE,2012,12,48224-3253
966949,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501540300,CITY RESIDENTIAL,53XX,BUCKINGHAM AVE,2012,1,48224-3252
862262,10/12/12,11/19/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501536302,CITY RESIDENTIAL,55XX,BUCKINGHAM AVE,2012,11,48224-3254
864368,10/12/12,11/27/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501525301,CITY RESIDENTIAL,55XX,BUCKINGHAM AVE,2012,11,48224-3255
966940,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501518300,CITY RESIDENTIAL,57XX,BUCKINGHAM AVE,2012,1,48224-3256
966998,12/16/11,1/6/12,VOID,318,CC TURN-OFF NON-PAYMENT,8501508300,CITY RESIDENTIAL,57XX,BUCKINGHAM AVE,2012,1,48224-3257
860581,10/12/12,12/5/12,VOID,318,CC TURN-OFF NON-PAYMENT,8501504301,CITY RESIDENTIAL,57XX,BUCKINGHAM AVE,2012,12,48224-3256
863917,10/12/12,12/7/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501502301,CITY RESIDENTIAL,57XX,BUCKINGHAM AVE,2012,12,48224-3257
967022,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501457300,CITY RESIDENTIAL,57XX,CHATSWORTH ST,2012,1,48224-3213
967060,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501455300,CITY RESIDENTIAL,57XX,CHATSWORTH ST,2012,1,48224-3213
857169,10/12/12,12/19/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501453301,CITY RESIDENTIAL,57XX,CHATSWORTH ST,2012,12,48224-3213
967040,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501444300,CITY RESIDENTIAL,58XX,CHATSWORTH ST,2012,1,48224-3213
701424,9/5/12,9/19/12,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8501391300,CITY RESIDENTIAL,50XX,HAVERHILL ST,2012,9,48224-3241
967125,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501381300,CITY RESIDENTIAL,50XX,HAVERHILL ST,2012,1,48224-3240
967126,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501367301,CITY RESIDENTIAL,52XX,HAVERHILL ST,2012,1,48224-3242
862131,10/12/12,12/20/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501356301,CITY RESIDENTIAL,52XX,HAVERHILL ST,2012,12,48224-3243
861989,10/12/12,12/20/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501349301,CITY RESIDENTIAL,52XX,HAVERHILL ST,2012,12,48224-3242
862034,10/12/12,12/20/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501331302,CITY RESIDENTIAL,55XX,HAVERHILL ST,2012,12,48224-3245
860241,10/12/12,12/10/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501296301,CITY RESIDENTIAL,58XX,HAVERHILL ST,2012,12,48224-3247
967095,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501289300,CITY RESIDENTIAL,59XX,HAVERHILL ST,2012,1,48224-3248
864443,10/12/12,12/7/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501287302,CITY RESIDENTIAL,59XX,HAVERHILL ST,2012,12,48224-3249
861215,10/12/12,12/17/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501272301,CITY RESIDENTIAL,36XX,HAVERHILL ST,2012,12,48224-3512
861129,10/12/12,11/28/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501263301,CITY RESIDENTIAL,36XX,HAVERHILL ST,2012,11,48224-3511
861421,10/12/12,12/20/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501256301,CITY RESIDENTIAL,37XX,HAVERHILL ST,2012,12,48224-3511
859991,10/12/12,12/7/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501198300,CITY RESIDENTIAL,43XX,HAVERHILL ST,2012,12,48224-3517
966901,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501191301,CITY RESIDENTIAL,43XX,HAVERHILL ST,2012,1,48224-3517
967130,12/16/11,1/6/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501151300,CITY RESIDENTIAL,48XX,HAVERHILL ST,2012,1,48224-3521
863399,10/12/12,11/28/12,VOID,318,CC TURN-OFF NON-PAYMENT,8501074300,CITY RESIDENTIAL,11XX,E OUTER DR,2012,11,48224-3061
857179,10/12/12,11/20/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501047302,CITY RESIDENTIAL,59XX,WAYBURN ST,2012,11,48224-3042
966971,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501025302,CITY RESIDENTIAL,36XX,CHATSWORTH ST,2012,1,48224-3448
859605,10/12/12,12/7/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501016303,CITY RESIDENTIAL,43XX,HAVERHILL ST,2012,12,48224-3518
967132,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501012301,CITY RESIDENTIAL,50XX,BERKSHIRE ST,2012,1,48224-3203
857004,10/12/12,12/7/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8501000302,CITY RESIDENTIAL,55XX,NOTTINGHAM RD,2012,12,48224-3135
967052,12/16/11,1/10/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500990301,CITY COMMERCIAL,15XX,E WARREN AVE,2012,1,48224-3153
966904,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500924301,CITY RESIDENTIAL,46XX,BEACONSFIELD ST,2012,1,48224-3313
859478,10/12/12,11/27/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500913303,CITY RESIDENTIAL,55XX,BUCKINGHAM AVE,2012,11,48224-3254
784557,9/19/12,9/21/12,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8500847300,CITY RESIDENTIAL,43XX,BUCKINGHAM AVE,2012,9,48224-3541
859534,10/12/12,12/7/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500821301,CITY RESIDENTIAL,37XX,SOMERSET AVE,2012,12,48224-3460
967020,12/16/11,1/4/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500791301,CITY RESIDENTIAL,40XX,CHATSWORTH ST,2012,1,48224-3449
967133,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500769301,CITY RESIDENTIAL,36XX,BERKSHIRE ST,2012,1,48224-3528
860398,10/12/12,10/31/12,VOID,318,CC TURN-OFF NON-PAYMENT,8500686302,CITY RESIDENTIAL,57XX,BUCKINGHAM AVE,2012,10,48224-3256
966988,12/16/11,1/5/12,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8500675304,CITY RESIDENTIAL,55XX,BEACONSFIELD ST,2012,1,48224-3126
